"ModelName_short","Task_short","Cancer","AUROC","AUPRC","Balanced_accuracy","Precision","Recall","Weighted_F1","Sensitivity","Specificity","AUROC_lower","AUROC_upper","AUPRC_lower","AUPRC_upper","Balanced_accuracy_lower","Balanced_accuracy_upper","Precision_lower","Precision_upper","Recall_lower","Recall_upper","Weighted_F1_lower","Weighted_F1_upper","Sensitivity_lower","Sensitivity_upper","Specificity_lower","Specificity_upper","binary_multi","Public","Dataset","Slide_vs_patch_classification","tissue","TaskCategory","TaskCategory_short","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"TITAN","SICAPv2","PRAD",0.931817816438392,0.8131781,0.7331987,0.7632659,0.7331987,0.772659,0.733197541646154,0.918488229367966,0.924257229424061,0.939140953639547,0.78979,0.834305,0.7111875,0.7559,0.7422975,0.7838025,0.7111875,0.7559,0.7542,0.790905,0.711177003503643,0.755856990766655,0.912107444714884,0.925079279432868,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","SICAPv2","PRAD",0.939988756901656,0.8298843,0.7312044,0.7556471,0.7312044,0.7703069,0.731206199913577,0.919543826039305,0.933295726014043,0.946708463771715,0.8104975,0.8495,0.7092925,0.7525,0.734395,0.7771025,0.7092925,0.7525,0.7501975,0.7898075,0.709284085657167,0.752515311817638,0.912832796452306,0.926292953140558,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","SICAPv2","PRAD",0.936230775455961,0.8253257,0.7296522,0.7618682,0.7296522,0.7739247,0.72965219589561,0.920473302755203,0.929284788453497,0.943665891043972,0.806495,0.8453,0.7073975,0.750305,0.7396,0.7842025,0.7073975,0.750305,0.7546,0.7927,0.707411681423598,0.750315084838054,0.914051225630088,0.926794409453978,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","SICAPv2","PRAD",0.932481464304462,0.8141227,0.7034645,0.7481379,0.7034645,0.7552657,0.703464372951906,0.91280375199623,0.92528391865937,0.939354580577456,0.7934,0.833705,0.6809975,0.7268,0.72439,0.7702075,0.6809975,0.7268,0.735995,0.7727025,0.680965298727547,0.726808171346587,0.905989728767153,0.91905619959069,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"QuiltNet-B-16","SICAPv2","PRAD",0.872100894436766,0.6846556,0.5113637,0.6342031,0.5113637,0.6023925,0.511365604606972,0.864405857083513,0.862123474329382,0.881467870689781,0.6597975,0.7070125,0.49559,0.5265,0.4664,0.7396,0.49559,0.5265,0.579995,0.62541,0.495543185221006,0.526526268856385,0.85747902582313,0.871855625470723,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","SICAPv2","PRAD",0.893780483639761,0.7322754,0.5704318,0.7095512,0.5704318,0.6575641,0.570431055336377,0.880848844163481,0.884304897322656,0.902569129435962,0.711195,0.7527025,0.5507,0.5898075,0.676865,0.7395075,0.5507,0.5898075,0.635395,0.6794075,0.550713293381557,0.589760507060158,0.873886547518617,0.888115448904787,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","SICAPv2","PRAD",0.80292646370966,0.5542744,0.425992,0.4231268,0.425992,0.5166439,0.425991519701366,0.835716513351018,0.789869500508922,0.814898222036865,0.5307975,0.577105,0.4127975,0.4392025,0.3982,0.4490025,0.4127975,0.4392025,0.4922,0.5382,0.41276576396098,0.439157995512652,0.829023234512149,0.842321835408228,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"Dinov2","SICAPv2","PRAD",0.873296616837936,0.6809942,0.5947081,0.609493,0.5947081,0.626667,0.594710557022435,0.864553199174292,0.862975640538469,0.883282717396082,0.6571975,0.7041075,0.570295,0.6187125,0.5864975,0.6315,0.570295,0.6187125,0.605295,0.648905,0.570246565074909,0.61871733518497,0.85726444746007,0.872415070929935,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"Clip-B16","SICAPv2","PRAD",0.802404166120966,0.552347,0.4242557,0.4211481,0.4242557,0.5148467,0.424255666968297,0.835193777096841,0.790174313397858,0.814824200850699,0.5297975,0.5748025,0.4111975,0.4372,0.3960875,0.44811,0.4111975,0.4372,0.491495,0.538015,0.411172694076761,0.43718327610281,0.828258458806947,0.841855536516661,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","prostate","Diagnostic: Primary Diagnosis and Tumor Grading","Diagnostic","Ênon-cancerous (NC), Gleason grade 3 (GG3), Gleason grade 4 (GG4), and Gleason grade 5 (GG5)","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"Hibou","UniToPatho","COAD",0.852931069761087,0.5523184,0.4504151,0.5504366,0.4504151,0.4904866,0.450415032478879,0.886373632557197,0.843769635658553,0.862070670282185,0.5331925,0.5713025,0.4318,0.4701025,0.5123,0.5862,0.4318,0.4701025,0.4695,0.5128025,0.43180387498187,0.470106526963167,0.882066049482527,0.890849689105166,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","UniToPatho","COAD",0.826427312826742,0.5296388,0.4109841,0.4897413,0.4109841,0.4562996,0.410984445305569,0.878590765249292,0.816953829249116,0.835799151103854,0.5127,0.54781,0.3903975,0.4317025,0.4385975,0.541305,0.3903975,0.4317025,0.4354,0.4775075,0.390389717103958,0.431740878778379,0.874412833091161,0.882980252720237,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"UNI2","UniToPatho","COAD",0.856990182879984,0.5914694,0.4277567,0.6616651,0.4277567,0.4912754,0.427756245232551,0.883943221580691,0.848200601376312,0.866207218128364,0.5704,0.6110075,0.409,0.4469025,0.6193925,0.70151,0.409,0.4469025,0.4689925,0.511605,0.409021895452118,0.446885650047724,0.879621638530364,0.888156305009595,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","UniToPatho","COAD",0.808915713576539,0.5057758,0.2718121,0.3488272,0.2718121,0.3870299,0.27181241565995,0.86091942898011,0.799138744332501,0.81912221286028,0.4893,0.5226,0.2543975,0.291105,0.328295,0.3658025,0.2543975,0.291105,0.3660975,0.409805,0.25439322317882,0.291125035824119,0.857403326023026,0.86469333115765,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","UniToPatho","COAD",0.863897917626591,0.6038665,0.5170148,0.6168475,0.5170148,0.5451495,0.51701453339356,0.89632267697646,0.854246748043237,0.873225761998789,0.5813,0.62481,0.4962,0.5390075,0.5873,0.646415,0.4962,0.5390075,0.5234925,0.566605,0.496249147543263,0.538966162058875,0.891528422115574,0.900806517635619,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","UniToPatho","COAD",0.849536148566575,0.574104,0.4579099,0.6217488,0.4579099,0.5147174,0.457909456649111,0.88575555547013,0.83981118380618,0.859409350645935,0.55208,0.5965025,0.4367975,0.4785,0.5871975,0.6543125,0.4367975,0.4785,0.4937,0.5364025,0.436766924760765,0.478513333637177,0.881458787405011,0.890063587953322,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","UniToPatho","COAD",0.823531718255092,0.5167696,0.4290696,0.5792958,0.4290696,0.4683331,0.42906896145489,0.879025453666152,0.813090746317284,0.833640211221917,0.498,0.537205,0.4087975,0.450205,0.5444975,0.613305,0.4087975,0.450205,0.4456975,0.4898,0.408761209283883,0.450201717275597,0.874359950015078,0.883141464660414,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","UniToPatho","COAD",0.839046668546772,0.5452447,0.4232567,0.5724482,0.4232567,0.469846,0.42325751376752,0.88053936353663,0.82993373914821,0.848137357064194,0.526995,0.5637025,0.4013975,0.4434025,0.52899,0.6181075,0.4013975,0.4434025,0.4466,0.4919,0.401395663980185,0.443362801264206,0.876159589483126,0.885029268890812,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","UniToPatho","COAD",0.808480369628482,0.4806819,0.3743771,0.4992741,0.3743771,0.4346147,0.374375595513831,0.872208982128331,0.798618697604075,0.818364640124276,0.4623,0.497905,0.355495,0.3923,0.4485525,0.5528025,0.355495,0.3923,0.41349,0.455305,0.355505677339336,0.392323714423189,0.868682331095323,0.876069119158869,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"QuiltNet-B-16","UniToPatho","COAD",0.751321183908727,0.3296799,0.2107033,0.2049608,0.2107033,0.3622359,0.210702875765075,0.856310961037277,0.739390752631157,0.763117137365423,0.3108,0.3488025,0.201,0.2210025,0.1799,0.2290025,0.201,0.2210025,0.34088,0.3840025,0.201029750777402,0.220999531851322,0.853288751812013,0.859508679943652,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","UniToPatho","COAD",0.758842891691323,0.3553423,0.2210365,0.187677,0.2210365,0.3714191,0.22103754776267,0.86149819480389,0.746304171205176,0.771245848243439,0.335,0.376,0.210295,0.2326,0.168595,0.205915,0.210295,0.2326,0.3512975,0.3914,0.21028648268556,0.232564176663728,0.857962730670835,0.865009086978824,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","UniToPatho","COAD",0.688218296116233,0.2680952,0.1851258,0.2086655,0.1851258,0.3160612,0.185125238254444,0.840990638983155,0.674440024963613,0.70078242041761,0.2537975,0.28281,0.1786,0.192,0.17439,0.24152,0.1786,0.192,0.2942925,0.3371,0.178640359881172,0.191968449858095,0.839294742237153,0.842748683427658,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"Dinov2","UniToPatho","COAD",0.786462862106651,0.396707,0.2901679,0.4258327,0.2901679,0.4243091,0.290168918653787,0.872129697781207,0.775370633935414,0.796510292947927,0.3733975,0.418505,0.272595,0.3095025,0.382975,0.4703125,0.272595,0.3095025,0.4013,0.446505,0.272559276631148,0.309539202287373,0.867966974005147,0.876327014462258,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"Clip-B16","UniToPatho","COAD",0.682170632333734,0.2695032,0.1857251,0.2128265,0.1857251,0.3157209,0.1857255202898,0.840919849495122,0.668619835576231,0.695236139742269,0.2542975,0.2856025,0.1795975,0.1925025,0.1793,0.2451,0.1795975,0.1925025,0.2937,0.3381025,0.179560328736118,0.192476272044721,0.839237700055537,0.842682264381162,"multi-class","External_benchmarking_cohort","External_benchmarking_cohort","Patch","colon","Diagnostic: Primary Diagnosis","Diagnostic","The six classes identified were normal tissue (NORM), hyperplastic polyp (HP), tubular adenoma with high-grade dysplasia (TA.HG), tubular adenoma with low-grade dysplasia (TA.LG), tubulo-villous adenoma with high-grade dysplasia (TVA.HG), and tubulo-villous adenoma with low-grade dysplasia (TVA.LG)","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"Hibou","lung grade","Lung",0.671362552664845,0.5265982,0.5121531,0.517962,0.5121531,0.5137195,0.512152422529954,0.755292458302136,0.583001765200033,0.754016168994728,0.4386925,0.6272275,0.413875,0.61551,0.4166825,0.62434,0.413875,0.61551,0.4065625,0.6221325,0.413865228794521,0.61555257844051,0.698167157015448,0.81157042280903,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","lung grade","Lung",0.740612328146393,0.6082639,0.4998376,0.4958568,0.4998376,0.4966656,0.499839307990405,0.749286519898905,0.667564174973122,0.808751572073218,0.5135,0.6957,0.41009,0.588265,0.4014975,0.587865,0.41009,0.588265,0.399695,0.5892025,0.410057789644483,0.588299605339247,0.701940914029343,0.795091430664842,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"UNI2","lung grade","Lung",0.685366486579787,0.5526133,0.5108385,0.5129098,0.5108385,0.5107052,0.510838067482928,0.754586444318978,0.606087654064053,0.768392477591859,0.4658,0.6543125,0.41637,0.60651,0.4204925,0.6110175,0.41637,0.60651,0.41568,0.60541,0.41637470721047,0.606507055770028,0.705406557505413,0.803939800790634,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","lung grade","Lung",0.644483728046294,0.4988232,0.4790099,0.4773871,0.4790099,0.477084,0.479011325997269,0.739614119260267,0.560145993181542,0.724478534475136,0.415595,0.5865025,0.382,0.5808475,0.375075,0.58311,0.382,0.5808475,0.373795,0.5871,0.381994944223037,0.580864217362218,0.690578529552152,0.795248651563953,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","lung grade","Lung",0.737937190351904,0.6047486,0.5611511,0.5588185,0.5611511,0.5584581,0.561152071806018,0.780306080818156,0.660003942660477,0.808178195111948,0.5090725,0.6956025,0.4613925,0.659405,0.45618,0.656545,0.4613925,0.659405,0.4566775,0.65791,0.461393807600704,0.659374620569018,0.731339059805228,0.829260743573285,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","lung grade","Lung",0.683852431118283,0.5200924,0.4981138,0.4944796,0.4981138,0.4953483,0.498113726011109,0.748852261286366,0.601203848048338,0.759104405225028,0.4365975,0.610205,0.39488,0.603305,0.3885925,0.5972475,0.39488,0.603305,0.38955,0.5976825,0.394856086073758,0.603321953781513,0.695924256743214,0.801970141281123,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","lung grade","Lung",0.73445799916457,0.6084048,0.5295687,0.530862,0.5295687,0.5300547,0.529569064669469,0.764962113180688,0.662091611401795,0.806425900955259,0.5207075,0.70121,0.4309875,0.6282025,0.4375,0.6304025,0.4309875,0.6282025,0.43599,0.62871,0.43094630167906,0.62824750033495,0.715460372960373,0.815151724548515,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","lung grade","Lung",0.714619659825126,0.5901568,0.5214089,0.5206586,0.5214089,0.5183535,0.521408785060874,0.760623311033847,0.638505140073729,0.790273432484322,0.5038975,0.68571,0.4222675,0.618615,0.4195525,0.6208075,0.4222675,0.618615,0.4139975,0.620105,0.422267730913982,0.618618123155328,0.708274827128043,0.810786444435612,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","lung grade","Lung",0.688601180868188,0.5692883,0.520808,0.5531147,0.520808,0.5321064,0.520808144289789,0.760641640018108,0.608317932775505,0.770905641918013,0.487975,0.657925,0.4274,0.6252175,0.465015,0.647525,0.4274,0.6252175,0.4407775,0.632235,0.427409845056904,0.62523654431413,0.70929627004224,0.816059895505088,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"QuiltNet-B-16","lung grade","Lung",0.645495446775616,0.4905652,0.4457797,0.4347181,0.4457797,0.4322083,0.445779631956804,0.722936997075462,0.565776179408177,0.722051664258857,0.4122925,0.577705,0.349975,0.5452125,0.32697,0.54621,0.349975,0.5452125,0.32298,0.54141,0.349929933060014,0.545193575339606,0.67349452510524,0.775017035188613,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","lung grade","Lung",0.646006635562603,0.5032055,0.4448923,0.4292373,0.4448923,0.4342003,0.44489144422329,0.722731829675113,0.560613154570026,0.724815655656797,0.4132875,0.595005,0.3493975,0.5441075,0.3305675,0.5351075,0.3493975,0.5441075,0.33137,0.54106,0.349357718894009,0.544070881226054,0.673289426491885,0.775578438945226,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","lung grade","Lung",0.561619081486497,0.4415974,0.3820341,0.3648441,0.3820341,0.3684466,0.382034683669499,0.691289999267171,0.481110814549117,0.640511375041152,0.3704,0.518235,0.2914525,0.47281,0.2635,0.4656125,0.2914525,0.47281,0.2669875,0.4601025,0.291409590936845,0.472828605858361,0.643585800186399,0.735928916138864,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"Dinov2","lung grade","Lung",0.644113247959442,0.4918609,0.4378348,0.431244,0.4378348,0.4348034,0.43783448377033,0.719338484746434,0.566256148888036,0.723543647159607,0.41509,0.581825,0.3431975,0.5352,0.3356925,0.5332025,0.3431975,0.5352,0.3355775,0.540305,0.343225511695906,0.535214015151515,0.670609182250399,0.770814925627786,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"Clip-B16","lung grade","Lung",0.558722288812024,0.441488,0.3915737,0.3713014,0.3915737,0.3781024,0.391573619201292,0.696387318402514,0.476730583870091,0.636848732405986,0.368795,0.5223375,0.294875,0.482905,0.273575,0.4679025,0.294875,0.482905,0.2832675,0.4756075,0.294868114502349,0.482929068327327,0.648555893300178,0.743944883709517,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Grading","Diagnostic","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"Hibou","lung stage","Lung",0.678190197393529,0.5592742,0.5379645,0.5370866,0.5379645,0.5361672,0.537963255624455,0.768321151215069,0.567886694987714,0.790042892156863,0.4444425,0.6843225,0.401575,0.677215,0.3986875,0.6804475,0.401575,0.677215,0.3961575,0.675235,0.40156223893066,0.677261904761905,0.696749349530871,0.838747175006366,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","lung stage","Lung",0.650136631962826,0.5241065,0.498896,0.5084162,0.498896,0.4960757,0.498895341513019,0.749006870116344,0.52765536375133,0.764384764537312,0.4077,0.657235,0.349945,0.63972,0.35719,0.662,0.349945,0.63972,0.3504825,0.64241,0.349944638694639,0.639713729790162,0.678064177283817,0.820520932768834,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
